"NetC";"ARPA Sicilia";;;;;;;
"Stat";"GELA exAutoparco";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"4";"4";"4";"4";"4";"4";"4";"4"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"12/09/2015 00:00";;;;;;;;
"12/09/2015 01:00";"0.14665547";"80400000";"00:54";"0.07496409";"00:39";"0.1979204";"0.05040252";"4"
"12/09/2015 02:00";"0.15077228";"80400000";"01:39";"0.06689928";"01:24";"0.20317626";"0.05140121";"4"
"12/09/2015 03:00";;;;;;;;
"12/09/2015 04:00";;;;;;;;
"12/09/2015 05:00";"0.18484992";"80400000";"04:54";"0.06358996";"04:09";"0.29426793";"0.08232208";"4"
"12/09/2015 06:00";"0.14093891";"80400000";"05:24";"0.06133527";"05:09";"0.25837699";"0.07270025";"4"
"12/09/2015 07:00";"0.15815977";"80400000";"06:54";"0.10074605";"06:09";"0.31575104";"0.09106828";"4"
"12/09/2015 08:00";"0.09198358";"80400000";"07:09";"0.06907261";"07:24";"0.1308401";"0.02330964";"4"
"12/09/2015 09:00";"0.14665242";"80400000";"08:39";"0.07836087";"08:54";"0.20552248";"0.04587382";"4"
"12/09/2015 10:00";"0.16789246";"80400000";"09:24";"0.12495167";"09:54";"0.23388254";"0.0411824";"4"
"12/09/2015 11:00";"0.30425081";"80400000";"10:54";"0.16793416";"10:09";"0.39828161";"0.08422997";"4"
"12/09/2015 12:00";"0.2040041";"80400000";"11:54";"0.13328599";"11:39";"0.32030924";"0.06994926";"4"
"12/09/2015 13:00";"0.25967773";"80400000";"12:09";"0.21007966";"12:39";"0.38830484";"0.07465594";"4"
"12/09/2015 14:00";"0.19502399";"80400000";"13:54";"0.10130744";"13:24";"0.27725556";"0.06784305";"4"
"12/09/2015 15:00";"0.19316186";"80400000";"14:54";"0.07301755";"14:09";"0.36085601";"0.1045354";"4"
"12/09/2015 16:00";"0.12801386";"80400000";"15:09";"0.06844715";"15:24";"0.20023713";"0.05414";"5"
"12/09/2015 17:00";"0.12202169";"80400000";"16:39";"0.06280789";"16:24";"0.19225978";"0.0461779";"4"
"12/09/2015 18:00";"0.09599972";"80400000";"17:54";"0.06562091";"17:39";"0.14609103";"0.03334133";"4"
"12/09/2015 19:00";"0.11174084";"80400000";"18:09";"0.0884373";"18:54";"0.13229339";"0.01623132";"4"
"12/09/2015 20:00";"0.435934";"80400000";"19:09";"0.1879833";"19:24";"0.76941745";"0.21013559";"4"
"12/09/2015 21:00";"0.38740683";"80400000";"20:24";"0.20774768";"20:54";"0.50536967";"0.11387858";"4"
"12/09/2015 22:00";"0.68314433";"80400000";"21:54";"0.13089197";"21:24";"1.19347391";"0.38009358";"4"
"12/09/2015 23:00";"0.14008565";"80400000";"22:54";"0.10394554";"22:09";"0.17894827";"0.02655387";"4"
"13/09/2015 00:00";"0.21765529";"80400000";"23:54";"0.10247902";"23:24";"0.30712485";"0.07453593";"4"
"13/09/2015 01:00";"0.22489633";"80400000";"00:24";"0.11975073";"00:09";"0.30270903";"0.07766321";"4"
"13/09/2015 02:00";"0.25147664";"80400000";"01:39";"0.1590649";"01:54";"0.31529746";"0.05803002";"4"
"13/09/2015 03:00";"0.29478355";"80400000";"02:24";"0.10783454";"02:09";"0.41147515";"0.11469319";"4"
"13/09/2015 04:00";"0.22279114";"80400000";"03:39";"0.12810132";"03:24";"0.31183254";"0.08105083";"4"
"13/09/2015 05:00";"0.21208518";"80400000";"04:54";"0.10417233";"04:09";"0.34490335";"0.09598344";"4"
"13/09/2015 06:00";"0.18520994";"80400000";"05:24";"0.13468436";"05:09";"0.28115474";"0.05887616";"4"
"13/09/2015 07:00";"0.48917497";"80400000";"06:24";"0.12775452";"06:54";"1.30774911";"0.47576684";"4"
"13/09/2015 08:00";"0.45650588";"80400000";"07:54";"0.09054046";"07:09";"1.25407287";"0.46475171";"4"
"13/09/2015 09:00";"0.13534643";"80400000";"08:39";"0.06816137";"08:24";"0.18459669";"0.04669454";"4"
"13/09/2015 10:00";"0.13138826";"80400000";"09:39";"0.10915563";"09:54";"0.14898135";"0.01583876";"4"
"13/09/2015 11:00";"0.13848692";"80400000";"10:39";"0.07319654";"10:24";"0.26526818";"0.0775076";"4"
"13/09/2015 12:00";"0.10587885";"80400000";"11:54";"0.04671081";"11:24";"0.16214946";"0.04119867";"4"
"13/09/2015 13:00";"0.29555952";"80400000";"12:24";"0.15590102";"12:39";"0.62959826";"0.19389817";"4"
"13/09/2015 14:00";"0.20423394";"80400000";"13:54";"0.11270496";"13:09";"0.27619788";"0.07283652";"4"
"13/09/2015 15:00";"0.07737438";"80400000";"14:39";"0.0407278";"14:09";"0.11007398";"0.0290262";"4"
"13/09/2015 16:00";"0.09015705";"80400000";"15:39";"0.05544684";"15:54";"0.1225607";"0.02389747";"4"
"13/09/2015 17:00";"0.06967264";"80400000";"16:09";"0.03863583";"16:54";"0.13074857";"0.03632216";"4"
"13/09/2015 18:00";"0.13754213";"80400000";"17:09";"0.06409948";"17:54";"0.23199499";"0.0564557";"5"
"13/09/2015 19:00";"0.17624305";"80400000";"18:39";"0.10344924";"18:09";"0.21069291";"0.04251874";"4"
"13/09/2015 20:00";"0.26040488";"80400000";"19:09";"0.12328684";"19:39";"0.49734656";"0.14160403";"4"
"13/09/2015 21:00";"0.36345749";"80400000";"20:54";"0.16757719";"20:09";"0.58462957";"0.15659868";"4"
"13/09/2015 22:00";"0.44454697";"80400000";"21:09";"0.20326067";"21:39";"0.55488334";"0.14242475";"4"
"13/09/2015 23:00";"0.33201084";"80400000";"22:54";"0.17885776";"22:09";"0.54335361";"0.13753603";"4"
"14/09/2015 00:00";"0.07245006";"80400000";"23:39";"0.04425781";"23:24";"0.10975261";"0.02367983";"4"
